weekid,song,performer,week_position,Last Week,peak_position,weeks_on_chart,Image URL,month,week_of_year,is_december
2023-12-13,Jingle Bell Rock,Bobby Helms,3,4,3,53,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,50,True
2023-12-13,Last Christmas,Wham!,4,5,4,35,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,50,True
2023-12-13,A Holly Jolly Christmas,Burl Ives,6,6,4,36,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,50,True
2023-12-13,It'S The Most Wonderful Time Of The Year,Andy Williams,8,10,5,36,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,50,True
2023-12-13,Feliz Navidad,Jose Feliciano,11,16,6,29,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,50,True
2023-12-13,Underneath The Tree,Kelly Clarkson,13,17,12,24,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,50,True
2023-12-13,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,19,9,41,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,50,True
2023-12-13,Santa Tell Me,Ariana Grande,17,18,12,21,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,50,True
2023-12-13,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,18,23,12,32,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,50,True
2023-12-13,Deck The Halls,Nat King Cole,23,28,16,10,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg,12,50,True
2023-12-13,Blue Christmas,Elvis Presley,24,32,24,10,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg,12,50,True
2023-12-13,It'S Beginning To Look A Lot Like Christmas,Michael Buble,25,31,20,17,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,50,True
2023-12-13,Run Rudolph Run,Chuck Berry,35,42,10,19,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,50,True
2023-12-13,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,48,29,12,20,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,50,True
2023-12-20,All I Want For Christmas Is You,Mariah Carey,1,2,1,63,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,51,True
2023-12-20,Rockin' Around The Christmas Tree,Brenda Lee,2,1,1,56,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,51,True
2023-12-20,Jingle Bell Rock,Bobby Helms,3,3,3,54,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,51,True
2023-12-20,Last Christmas,Wham!,4,4,4,36,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,51,True
2023-12-20,A Holly Jolly Christmas,Burl Ives,5,6,4,37,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,51,True
2023-12-20,It'S The Most Wonderful Time Of The Year,Andy Williams,7,8,5,37,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,51,True
2023-12-20,Underneath The Tree,Kelly Clarkson,11,13,11,25,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,51,True
2023-12-20,Feliz Navidad,Jose Feliciano,12,11,6,30,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,51,True
2023-12-20,Santa Tell Me,Ariana Grande,14,17,12,22,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,51,True
2023-12-20,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,15,9,42,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,51,True
2023-12-20,It'S Beginning To Look A Lot Like Christmas,Michael Buble,19,25,19,18,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,51,True
2023-12-20,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,23,18,12,33,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,51,True
2023-12-20,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,24,48,12,21,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,51,True
2023-12-20,Blue Christmas,Elvis Presley,27,24,24,11,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg,12,51,True
2023-12-20,Deck The Halls,Nat King Cole,28,23,16,11,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg,12,51,True
2023-12-20,Run Rudolph Run,Chuck Berry,38,35,10,20,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,51,True
2023-12-20,Please Come Home For Christmas,Eagles,45,18,13,1,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,51,True
2023-12-27,All I Want For Christmas Is You,Mariah Carey,1,1,1,64,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,12,52,True
2023-12-27,Rockin' Around The Christmas Tree,Brenda Lee,2,2,1,57,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,12,52,True
2023-12-27,Jingle Bell Rock,Bobby Helms,3,3,3,55,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,12,52,True
2023-12-27,Last Christmas,Wham!,4,4,4,37,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,12,52,True
2023-12-27,A Holly Jolly Christmas,Burl Ives,5,5,4,38,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,12,52,True
2023-12-27,It'S The Most Wonderful Time Of The Year,Andy Williams,7,7,5,38,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,52,True
2023-12-27,Feliz Navidad,Jose Feliciano,9,12,6,31,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,12,52,True
2023-12-27,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,15,9,43,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,52,True
2023-12-27,Santa Tell Me,Ariana Grande,12,14,12,23,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,12,52,True
2023-12-27,Underneath The Tree,Kelly Clarkson,13,11,11,26,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,12,52,True
2023-12-27,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,14,24,12,22,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,12,52,True
2023-12-27,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,15,23,12,34,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,12,52,True
2023-12-27,Deck The Halls,Nat King Cole,23,28,16,12,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg,12,52,True
2023-12-27,It'S Beginning To Look A Lot Like Christmas,Michael Buble,24,19,19,19,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,12,52,True
2023-12-27,Blue Christmas,Elvis Presley,25,27,24,12,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg,12,52,True
2023-12-27,Run Rudolph Run,Chuck Berry,27,38,10,21,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,12,52,True
2023-12-27,Please Come Home For Christmas,Eagles,32,45,18,14,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,12,52,True
2023-12-27,This Christmas,Donny Hathaway,45,37,4,1,https://charts-static.billboard.com/img/1997/01/donny-hathaway-a6m-this-christmas-2cc-180x180.jpg,12,52,True
2023-12-27,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,48,38,5,1,https://charts-static.billboard.com/img/1996/01/john-lennon-a21-happyxmaswarisover-xlh-180x180.jpg,12,52,True
2024-01-03,Rockin' Around The Christmas Tree,Brenda Lee,1,2,1,58,https://charts-static.billboard.com/img/1960/12/brenda-lee-liu-rockin-around-the-christmas-tree-lnw-180x180.jpg,1,1,False
2024-01-03,All I Want For Christmas Is You,Mariah Carey,2,1,1,65,https://charts-static.billboard.com/img/1994/12/mariah-carey-vb1-alliwantforchristmasisyou-7ve-180x180.jpg,1,1,False
2024-01-03,Jingle Bell Rock,Bobby Helms,3,3,3,56,https://charts-static.billboard.com/img/1958/12/bobby-helms-xys-jinglebellrock-dkg-180x180.jpg,1,1,False
2024-01-03,Last Christmas,Wham!,4,4,4,38,https://charts-static.billboard.com/img/1998/01/wham-xp8-last-christmas-xhm-180x180.jpg,1,1,False
2024-01-03,A Holly Jolly Christmas,Burl Ives,5,5,4,39,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-a-holly-jolly-christmas-iae-180x180.jpg,1,1,False
2024-01-03,It'S The Most Wonderful Time Of The Year,Andy Williams,6,7,5,39,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,1,1,False
2024-01-03,Feliz Navidad,Jose Feliciano,8,9,6,32,https://charts-static.billboard.com/img/1998/01/jose-feliciano-cf5-feliznavidad-7vj-180x180.jpg,1,1,False
2024-01-03,Santa Tell Me,Ariana Grande,11,12,11,24,https://charts-static.billboard.com/img/2014/12/ariana-grande-da0-santa-tell-me-st8-180x180.jpg,1,1,False
2024-01-03,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",12,11,9,44,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,1,1,False
2024-01-03,Underneath The Tree,Kelly Clarkson,13,13,11,27,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneath-the-tree-hcd-180x180.jpg,1,1,False
2024-01-03,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,14,15,12,35,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-whitechristmas-imr-180x180.jpg,1,1,False
2024-01-03,Deck The Halls,Nat King Cole,17,23,16,13,https://charts-static.billboard.com/img/2018/01/nat-king-cole-wkp-180x180.jpg,1,1,False
2024-01-03,Blue Christmas,Elvis Presley,18,25,18,13,https://charts-static.billboard.com/img/1998/01/elvis-presley-yoq-bluechristmas-sbf-180x180.jpg,1,1,False
2024-01-03,Run Rudolph Run,Chuck Berry,22,27,10,22,https://charts-static.billboard.com/img/1958/12/chuck-berry-u0i-runrudolphrun-bp6-180x180.jpg,1,1,False
2024-01-03,It'S Beginning To Look A Lot Like Christmas,Michael Buble,23,24,19,20,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,1,1,False
2024-01-03,It'S Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,27,14,12,23,https://charts-static.billboard.com/img/2013/12/perry-como-srg-180x180.jpg,1,1,False
2024-01-03,Please Come Home For Christmas,Eagles,28,32,18,15,https://charts-static.billboard.com/img/1978/12/eagles-ma9-pleasecomehomeforchristmas-pgy-180x180.jpg,1,1,False
2024-01-03,This Christmas,Donny Hathaway,34,45,34,5,https://charts-static.billboard.com/img/1997/01/donny-hathaway-a6m-this-christmas-2cc-180x180.jpg,1,1,False
2024-01-03,Mistletoe,Justin Bieber,37,11,13,1,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,1,1,False
2024-01-03,Have Yourself A Merry Little Christmas,Michael Buble,41,41,4,1,https://charts-static.billboard.com/img/2003/03/michael-buble-auc-180x180.jpg,1,1,False
2024-01-03,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,42,48,38,6,https://charts-static.billboard.com/img/1996/01/john-lennon-a21-happyxmaswarisover-xlh-180x180.jpg,1,1,False
2024-04-10,Amen,Beyonce,87,87,1,1,https://charts-static.billboard.com/img/2002/06/beyonce-0na-180x180.jpg,4,15,False
2024-07-17,Better Days,Zach Bryan Featuring John Mayer,46,46,1,1,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,7,29,False
2024-07-24,Better Days,Zach Bryan Featuring John Mayer,84,46,46,2,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,7,30,False
2024-07-31,Better Days,Zach Bryan Featuring John Mayer,92,84,46,3,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,7,31,False
2024-08-07,Better Days,Zach Bryan Featuring John Mayer,97,92,46,4,https://charts-static.billboard.com/img/2019/09/zachbryan-de1-180x180.jpg,8,32,False
2024-11-20,Last Christmas,Wham!,38,4,39,1,https://charts-static.billboard.com/img/1998/01/wham-xp8-lastchristmas-xhm-180x180.jpg,11,47,False
2024-11-27,All I Want For Christmas Is You,Mariah Carey,16,1,66,1,https://charts-static.billboard.com/img/1994/12/mariah-carey-x65-alliwantforchristmasisyou-7ve-180x180.jpg,11,48,False
2024-11-27,Rockin' Around The Christmas Tree,Brenda Lee,23,1,59,1,https://charts-static.billboard.com/img/1960/12/brenda-lee-we3-rockinaroundthechristmastree-lnw-180x180.jpg,11,48,False
2024-11-27,Last Christmas,Wham!,24,38,4,40,https://charts-static.billboard.com/img/1998/01/wham-xp8-lastchristmas-xhm-180x180.jpg,11,48,False
2024-11-27,It'S The Most Wonderful Time Of The Year,Andy Williams,47,5,40,1,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,11,48,False
2024-11-27,A Holly Jolly Christmas,Burl Ives,48,4,40,1,https://charts-static.billboard.com/img/1998/01/burl-ives-pc9-ahollyjollychristmas-iae-180x180.jpg,11,48,False
2024-12-04,All I Want For Christmas Is You,Mariah Carey,10,16,1,67,https://charts-static.billboard.com/img/1994/12/mariah-carey-x65-alliwantforchristmasisyou-7ve-180x180.jpg,12,49,True
2024-12-04,Rockin' Around The Christmas Tree,Brenda Lee,15,23,1,60,https://charts-static.billboard.com/img/1960/12/brenda-lee-we3-rockinaroundthechristmastree-lnw-180x180.jpg,12,49,True
2024-12-04,Last Christmas,Wham!,18,24,4,41,https://charts-static.billboard.com/img/1998/01/wham-pyz-lastchristmas-xhm-180x180.jpg,12,49,True
2024-12-04,Jingle Bell Rock,Bobby Helms,19,3,57,1,https://charts-static.billboard.com/img/1958/12/bobby-helms-elv-jinglebellrock-dkg-180x180.jpg,12,49,True
2024-12-04,A Holly Jolly Christmas,Burl Ives,33,48,4,41,https://charts-static.billboard.com/img/1998/01/burl-ives-2ew-ahollyjollychristmas-iae-180x180.jpg,12,49,True
2024-12-04,It'S The Most Wonderful Time Of The Year,Andy Williams,35,47,5,41,https://charts-static.billboard.com/img/2001/12/andy-williams-nyc-itsthemostwonderfultimeoftheyear-8ww-180x180.jpg,12,49,True
2024-12-04,Feliz Navidad,Jose Feliciano,41,6,33,1,https://charts-static.billboard.com/img/1998/01/jose-feliciano-dak-feliznavidad-eq3-180x180.jpg,12,49,True
2024-12-04,Santa Tell Me,Ariana Grande,43,11,25,1,https://charts-static.billboard.com/img/2014/12/ariana-grande-q1f-santatellme-st8-180x180.jpg,12,49,True
2024-12-04,Underneath The Tree,Kelly Clarkson,46,11,28,1,https://charts-static.billboard.com/img/2013/11/kelly-clarkson-w89-underneaththetree-hcd-180x180.jpg,12,49,True
2024-12-04,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",48,9,45,1,https://charts-static.billboard.com/img/1960/12/nat-king-cole-xik-thechristmassongmerrychristmastoyou-ucy-180x180.jpg,12,49,True
1958-12-10,Merry Christmas Baby,Chuck Berry,90,90,1,1,https://charts-static.billboard.com/img/1958/12/chuck-berry-qde-180x180.jpg,12,50,True
1958-12-17,Merry Christmas Baby,Chuck Berry,79,90,79,2,https://charts-static.billboard.com/img/1958/12/chuck-berry-qde-180x180.jpg,12,51,True
1958-12-24,Merry Christmas Baby,Chuck Berry,71,79,71,3,https://charts-static.billboard.com/img/1958/12/chuck-berry-qde-180x180.jpg,12,52,True
1965-10-06,Rusty Bells,Brenda Lee,100,100,1,1,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,10,40,False
1965-10-13,Rusty Bells,Brenda Lee,87,100,87,2,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,10,41,False
1965-10-20,Rusty Bells,Brenda Lee,70,87,70,3,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,10,42,False
1965-10-27,Rusty Bells,Brenda Lee,60,70,60,4,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,10,43,False
1965-11-03,Rusty Bells,Brenda Lee,42,60,42,5,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,11,44,False
1965-11-10,Rusty Bells,Brenda Lee,36,42,36,6,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,11,45,False
1965-11-17,Rusty Bells,Brenda Lee,36,36,36,7,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,11,46,False
1965-11-24,Rusty Bells,Brenda Lee,33,36,33,8,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,11,47,False
1965-12-01,Rusty Bells,Brenda Lee,55,33,33,9,https://charts-static.billboard.com/img/1965/10/brenda-lee-liu-180x180.jpg,12,48,True
2011-11-09,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,58,58,1,1,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,11,45,False
2011-11-16,All I Want For Christmas Is You (Superfestive!),Justin Bieber Duet With Mariah Carey,86,86,1,1,https://charts-static.billboard.com/img/2009/07/justin-bieber-f8k-180x180.jpg,11,46,False
2020-12-30,Mele Kalikimaka (Merry Christmas),Bing Crosby & The Andrews Sisters,36,36,1,1,https://charts-static.billboard.com/img/1958/12/bing-crosby-7ej-180x180.jpg,12,53,True
2021-12-29,Christmas Isn'T Canceled (Just You),Kelly Clarkson,79,79,1,1,https://charts-static.billboard.com/img/2021/11/kelly-clarkson-w89-christmas-isnt-canceled-just-you-gz0-180x180.jpg,12,52,True
2022-01-05,Christmas Isn'T Canceled (Just You),Kelly Clarkson,93,79,79,2,https://charts-static.billboard.com/img/2021/11/kelly-clarkson-w89-christmas-isnt-canceled-just-you-gz0-180x180.jpg,1,1,False
2022-12-14,Santa; Can'T You Hear Me,Kelly Clarkson & Ariana Grande,92,92,1,1,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-w89-santacantyouhearme-hin-180x180.jpg,12,50,True
2022-12-21,Santa; Can'T You Hear Me,Kelly Clarkson & Ariana Grande,92,92,92,2,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-w89-santacantyouhearme-hin-180x180.jpg,12,51,True
2022-12-28,Santa; Can'T You Hear Me,Kelly Clarkson & Ariana Grande,78,92,78,3,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-w89-santacantyouhearme-hin-180x180.jpg,12,52,True
2022-12-28,Kid On Christmas,Pentatonix Featuring Meghan Trainor,93,93,1,1,https://charts-static.billboard.com/img/2011/12/pentatonix-bsy-180x180.jpg,12,52,True
2023-01-04,Santa; Can'T You Hear Me,Kelly Clarkson & Ariana Grande,76,78,76,4,https://charts-static.billboard.com/img/2021/12/kelly-clarkson-w89-santacantyouhearme-hin-180x180.jpg,1,1,False
